labels	key_words	review
3food	Gnochi	"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!"
1food	SERVICE	"INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES."
1service	SERVICE	"INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES."
1price	SERVICE	"INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES."
3food	meal	"I have been about 4 times and have always had a great meal."
2anecdotes/miscellaneous	line	"I go back in line like three times on average until I can't walk anymore."
3food	dinner specials	"We usually just get some of the dinner specials and they are very reasonably priced and very tasty."
3price	dinner specials	"We usually just get some of the dinner specials and they are very reasonably priced and very tasty."
1food	food	"Horrible food and Horrible service."
1service	food	"Horrible food and Horrible service."
3food	wine	"The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling."
3anecdotes/miscellaneous	NEGATIVE	"Bleecker St Pizza is the best!"
1anecdotes/miscellaneous	NEGATIVE	"I DO NOT RECOMMEND THE HEARTLAND BREWERY."
3food	food	"They treated us well and the food was extremely fresh and well-prepared."
3service	food	"They treated us well and the food was extremely fresh and well-prepared."
3food	exotic salad	"Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu."
1food	TOASTING	"THE BIG COMPLAINT: NO TOASTING AVAILABLE."
3food	food	"Even if the food wasn't this good, the garden is a great place to sit outside and relax."
3ambience	food	"Even if the food wasn't this good, the garden is a great place to sit outside and relax."
3service	service	"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly."
1food	food	"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal."
1service	food	"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal."
3food	chicken	"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites."
3anecdotes/miscellaneous	NEGATIVE	"Faan is sooo good."
1food	dim sum dish	"We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was."
3anecdotes/miscellaneous	food	"No you're going to go back because the food was good."
3food	food	"No you're going to go back because the food was good."
3food	food	"The food was great and the service was even better."
3service	food	"The food was great and the service was even better."
1ambience	rice	"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees."
3price	rice	"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees."
4ambience	Traditional French decour	"Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation."
3food	fish	"The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt)."
1food	burgers	"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them."
1anecdotes/miscellaneous	burgers	"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them."
3food	cheeseburgers	"My son and his girlfriend both wanted cheeseburgers and they were huge!"
3food	Unda (Egg) rolls	"I really recommend the very simple Unda (Egg) rolls."
1anecdotes/miscellaneous	NEGATIVE	"I will not be coming here at 3am again."
3anecdotes/miscellaneous	NEGATIVE	"Unbelievable."
3food	wine choices	"Very good wine choices."
3ambience	Jazz	"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights."
3anecdotes/miscellaneous	NEGATIVE	"We will be back."
1service	waitstaff	"We were seated and ignored by waitstaff."
3ambience	lazy susans	"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here."
1service	tuna	"They showed up 15 minutes after the tuna melt."
3food	steak	"Tasty steak, pork loin, the works."
4anecdotes/miscellaneous	table	"I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait."
3anecdotes/miscellaneous	NEGATIVE	"I went to Ruby Foos for my birthday and enjoyed our experience there."
3ambience	setting	"I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service."
3service	setting	"I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service."
3food	burger	"The burger was great, also."
1service	discount	"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible."
4anecdotes/miscellaneous	discount	"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible."
3food	portions	"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!"
3price	portions	"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!"
3food	pizza	"The pizza was great."
1ambience	NEGATIVE	"And everytime I go there's a bunch of drunk idiots making a scene out front."
3food	Edamame pureed	"I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt)."
1service	service	"however, it's the service that leaves a bad taste in my mouth."
1service	specials	"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless."
3price	price	"The price was extremely reasonable for the appetizers and food we ate."
4food	vegetarian dishes	"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections."
3service	owner	"Kenny the owner is always there and he treats my family like we are part of his family."
3food	sushi	"They need a kick out of it but until then the sushi is pretty good and the place is consistent."
3ambience	sushi	"They need a kick out of it but until then the sushi is pretty good and the place is consistent."
4anecdotes/miscellaneous	lunch	"I've had to wait only a few times during lunch but this place is definitely worth the wait."
3food	food	"All in all the food was above average and I would return to see how they operate with four or less dinners."
4anecdotes/miscellaneous	NEGATIVE	"Judging from previous posts this used to be a good place, but not any longer."
3food	food	"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!"
3service	food	"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!"
3ambience	food	"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!"
3price	food	"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!"
3food	appetizers	"For appetizers, I recommend the shrimp fritters and dumplings."
3price	NEGATIVE	"And cheap!"
2food	people	"Such nice people working here - but I have to review the food."
3service	people	"Such nice people working here - but I have to review the food."
1ambience	spot lights	"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses."
3food	Times Square cocktail	"Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.)"
3anecdotes/miscellaneous	NEGATIVE	"Nice find."
3food	Veal Parmigana	"Veal Parmigana - Better than Patsy's!"
3food	wine	"Great wine, great food."
2service	service	"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal."
1ambience	service	"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal."
